Topic,Title,Content
Statistics,two challenge stealthy hypervisors detection time cheating data fluctuation,hardware virtualization technology play significant role cyber security one hand technology enhance security level designing trusted operating system hand technology taken modern malware rather hard detect none existing method able efficiently detect hypervisor face countermeasure time cheating temporary self uninstalling memory hiding etc new hypervisor detection method described paper detect hypervisor countermeasure even count several nested one novel approach rely new statistical analysis time discrepancy examination set instruction unconditionally intercepted hypervisor reliability achieved comprehensive analysis collected data despite fluctuation offered method comprehensively assessed intel amd cpu
Statistics,power analysis smart design sample size estimation determining best dynamic treatment regime,sequential multiple assignment randomized trial smart design become increasingly popular field precision medicine providing mean comparing sequence treatment tailored individual patient ie dynamic treatment regime dtr construction evidencebased dtrs promise replacement adhoc onesizefitsall decision pervasive patient care however substantial statistical challenge sizing smart design due complex correlation structure dtrs embedded design since primary goal smart construction optimal dtr investigator interested sizing smart based ability screen dtrs inferior optimal dtr given amount done using existing method paper fill gap developing rigorous power analysis framework leverage multiple comparison best methodology method employ monte carlo simulation order compute minimum number individual enroll arbitrary smart evaluate method extensive simulation study illustrate method retrospectively computing power extending treatment effectiveness naltrexone smart study
Statistics,ssmousetrack analysing computerized tracking data via bayesian statespace model r,recent technological advance provided new setting enhance individualbased data collection computerizedtracking data became common many behavioral social research adopting instantaneous tracking device computermouse wii joystick data provide new insight analysing dynamic unfolding response process ssmousetrack r package modeling analysing computerizedtracking data mean bayesian statespace approach package provides set function prepare data fit model ass result via simple diagnostic check paper describes package illustrates used model analyse computerizedtracking data case study also included show use package empirical case study
Statistics,investigating sprawl using aic recursive partitioning tree machine learning approach assessing association poverty commute time,sprawl according glaeser kahn century phenomenon people dependent cityliving due automobile therefore live outside public transportation sphere city usually seen pleasant accompanied improved quality life addressed problem remains sprawl cause loss job afford luxurious alternative inferior substitute glaeser kahn therefore question hope suggest sprawl occurred u poverty one consequence
Statistics,interest interactive tool exploring result simulation study,simulation study allow u explore property statistical method provide powerful tool multiplicity aim among others evaluating comparing new existing statistical method assessing violation modelling assumption helping understanding statistical concept supporting design clinical trial increased availability powerful computational tool usable software contributed rise simulation study current literature however simulation study involve increasingly complex design making difficult provide relevant result clearly dissemination result play focal role simulation study drive applied analyst use method shown perform well setting guide researcher develop new method promising direction provide insight le established method crucial digest relevant result simulation study therefore developed interest interactive tool exploring result simulation study tool developed using shiny framework r available web app standalone package requires uploading tidy format dataset result simulation study r stata sa spss commaseparated format variety performance measure estimated automatically along monte carlo standard error result performance summary displayed tabular graphical fashion wide variety available plot consequently reader focus simulation parameter estimands interest conclusion interest facilitate investigation result simulation study supplement reporting result allowing researcher share detailed result simulation reader explore freely
Statistics,item response theory based ensemble machine learning,article propose novel probabilistic framework improve accuracy weighted majority voting algorithm order assign higher weight classifier correctly classify hardtoclassify instance introduce item response theory irt framework evaluate sample difficulty classifier ability simultaneously three model created different assumption suitable different case making inference keep balance accuracy complexity experiment base model constructed single tree via bootstrap explain model illustrate irt ensemble model construct classifying boundary also compare performance widely used method show model performs well datasets
Statistics,grouped sparse paired comparison bradleyterry model,wide class paired comparison especially sport game subject divided several group intragroup comparison dense intergroup comparison sparse typical example include nfl regular season motivated situation propose group sparsity paired comparison show consistency asymptotical normality maximum likelihood estimate bradleyterry model number parameter go infinity paper simulation carried illustrate group sparsity asymptotical result
Statistics,generalized spatial spatiotemporal autoregressive conditional heteroscedasticity,paper introduce new spatial model incorporates heteroscedastic variance depending neighboring location proposed process regarded spatial equivalent temporal autoregressive conditional heteroscedasticity arch model show additionally introduced spatial arch model used spatiotemporal setting contrast temporal arch model distribution known given full information set prior period distribution straightforward spatial spatiotemporal setting however possible estimate parameter model using maximumlikelihood approach via monte carlo simulation demonstrate performance estimator specific spatial weighting matrix moreover combine known spatial autoregressive model spatial arch model assuming heteroscedastic error eventually proposed autoregressive process illustrated using empirical example specifically model lung cancer mortality u county compare introduced model two benchmark approach
Statistics,algorithm multivariate data standardization third moment,algorithm transforming multivariate data form normalized first second third moment presented
Statistics,forecasting historical data process knowledge misspecification comparison,faced task forecasting dynamic system practitioner often available historical data knowledge system combination intuition dictate perfect knowledge system theory yield perfect forecasting often knowledge system partially known known parameter known incorrectly contrast forecasting using previous data without process knowledge might result accurate prediction simple system fail highly nonlinear chaotic system paper author demonstrate even chaotic system forecasting historical data preferable using process knowledge knowledge exhibit certain form misspecification extensive simulation study range misspecification forecasting scenario examined goal gaining improved understanding circumstance forecasting historical data preferred using process knowledge
Statistics,classification issue within ensemblebased complex system simulation task,contemporary task complex system simulation often related issue uncertainty management come lack information knowledge simulated system well restriction model set used one powerful tool uncertainty management ensemblebased simulation us variation input output data model parameter available version model improve simulation performance furthermore system model complex system simulation especially case hiring ensemblebased approach considered complex system result identification complex model structure parameter provide additional source uncertainty managed within presented work developing conceptual technological approach manage ensemblebased simulation taking account changing state simulated system system model within ensemblebased approach state system considered subject classification consequent inference better strategy ensemble evolution simulation time ensemble aggregation ensemble evolution enables implementation dynamic reactive solution automatically conform changing state system ensemble aggregation considered within scope averaging regression way selection classification way complement classification mentioned earlier approach technological basis approach includes ensemblebased simulation technique using domainspecific software combined within composite application data science approach analysis available datasets simulation data observation situation assessment etc machine learning algorithm class identification ensemble management knowledge acquisition
Statistics,responsematrixcentred approach presenting crosssection measurement,current canonical approach publishing crosssection data unfold reconstructed distribution detector effect like efficiency smearing undone mathematically yielding distribution true event property illposed problem even small statistical variation reconstructed data lead large change unfolded spectrum work present alternative complementary approach responsematrixcentred forwardfolding approach offer convenient way forwardfold model expectation truth space reconstructed quantity compared data directly similar usually done full detector simulation within experimental collaboration detector response efficiency smearing parametrised matrix effect detector measurement given model simulated simply multiplying binned truth expectation value response matrix systematic uncertainty detector response handled providing set matrix according prior distribution detector property marginalising background event included likelihood calculation giving background event bin truth space facilitate straightforward use response matrix new software framework developed response matrix utility remu remu python package distributed via python package index us widely available standard scientific python library depend custom experimentspecific software offer method needed build response matrix monte carlo data set use response matrix forwardfold truthlevel model prediction compare prediction real data using bayesian frequentist statistical inference
Statistics,highdimensional variable selection via lowdimensional adaptive learning,stochastic search method socalled adaptive subspace adasub method proposed variable selection highdimensional linear regression model method aim finding best model respect certain model selection criterion based idea adaptively solving lowdimensional subproblems order provide solution original highdimensional problem usual type model selection criterion used akaike information criterion aic bayesian information criterion bic extended bic ebic last particularly suitable highdimensional case limiting property new algorithm analysed shown certain condition adasub converges best model according considered criterion simulation study performance adasub investigated comparison alternative method effectiveness proposed method illustrated via various simulated datasets highdimensional real data example
Statistics,role symmetry bayesian solution differential equation,interpretation numerical method finite difference method differential equation point estimator suggests formal uncertainty quantification also performed context competing statistical paradigm considered bayesian probabilistic numerical method pnms obtained bayesian statistical principle deployed bayesian pnm appealing property closed composition uncertainty due different source discretisation numerical method jointly modelled rigorously propagated despite recent attention exact bayesian pnm numerical solution ordinary differential equation ode proposed raise fundamental question whether exact bayesian method general nonlinear ode even exist purpose paper provide positive answer limited class ode end work foundational level novel bayesian pnm proposed proofofconcept proposal synthesis classical lie group method exploit underlying symmetry gradient field nonparametric regression transformed solution space ode procedure presented detail first second order ode relies certain strong technical condition existence solvable lie algebra satisfied numerical illustration provided
Statistics,pólyagamma sampler generalized logistic regression,paper introduce novel bayesian data augmentation approach estimating parameter generalised logistic regression model propose polyagamma sampler algorithm allows u sample exact posterior distribution rather relying approximation simulation study illustrates flexibility accuracy proposed approach capture heavy light tail binary response data different dimension methodology applied two different real datasets demonstrate polyagamma sampler provides precise estimate empirical likelihood method outperforming approximate approach
Statistics,exact bayesian inference discretely observed markov jump process using finite rate matrix,present new methodology bayesian inference rate parameter discretely observed continuoustime markov jump process countably infinite state space usual method choice inference particle markov chain monte carlo particle mcmc struggle observation noise small consider challenging regime exact observation provide two new methodology inference case minimal extended state space algorithm mesa nearly minimal extended state space algorithm nmesa extending markov chain monte carlo state space mesa nmesa use exponentiation finite rate matrix perform exact bayesian inference markov jump process even though state space countably infinite numerical experiment show improvement particle mcmc factor three several order magnitude
Statistics,density nested archimedean copula,nested archimedean copula recently gained interest since generalize wellknown class archimedean copula allow partial asymmetry sampling algorithm strategy well investigated nested archimedean copula however likelihood based inference important density present work fill gap general formula derivative node inner generator appearing nested archimedean copula developed lead tractable formula density nested archimedean copula arbitrary dimension number nesting level large various example including famous archimedean family transformation given furthermore numerically efficient way evaluate logdensity presented
Statistics,parameter estimation discretely observed fractional ornsteinuhlenbeck process yuima r package,paper proposes consistent asymptotically gaussian estimator drift diffusion coefficient hurst exponent discretely observed fractional ornsteinuhlenbeck process estimation drift result obtained case h paper also provides readytouse software r statistical environment based yuima package
Statistics,parameter estimation censored sample using expectationmaximization algorithm,paper deal parameter estimation data randomly right censored maximum likelihood estimate censored sample obtained using expectationmaximization em monte carlo em mcem algorithm introduce concept em mcem algorithm develop parameter estimation method variety distribution normal laplace rayleigh distribution proposed method illustrated three example
Statistics,challenge opportunity statistic statistical education looking back looking forward,anniversary asa provides opportunity look back past peer future led forebear found association commonality still see insight might glean experience observation use anniversary chance reflect headed term statistical education amidst growth data science statistic science learning data fostering multivariable thinking building datarelated skill developing simulationbased problem solving help ensure statistician fully engaged data science analysis abundance data available u
Statistics,bayesian modeling mcmc computation linear logistic regression presenceonly data,presenceonly data referred situation given censoring mechanism binary response observed respect outcome usually called textit presence work present bayesian approach problem presenceonly data based two level scheme probability law casecontrol design combined handle double source uncertainty one due censoring one due sampling propose new formalization logistic model presenceonly data allows insight inferential issue related model concentrate case linear logistic regression order make inference parameter interest present markov chain monte carlo algorithm data augmentation require priori knowledge population prevalence simulation study concerning simulated datasets related different scenario presented comparing proposal optimal benchmark
Statistics,updated guideline updated curriculum gaise college report introductory statistic modern student,since american statistical association asa endorsement guideline assessment instruction statistic education gaise college report change statistic field statistic education major impact teaching learning statistic live world statistic science learning data fastestgrowing science technology engineering math stem undergraduate degree united state according asa many job demand understanding explore make sense data light new report change demand discipline group volunteer revised gaise college report updated report endorsed board director american statistical association july help shed additional light revision process subsequent change report review report share insight committee thought assumption
Statistics,online updating statistical inference big data setting,present statistical method big data arising online analytical processing large amount data arrive stream require fast analysis without storageaccess historical data particular develop iterative estimating algorithm statistical inference linear model estimating equation update new data arrive algorithm computationally efficient minimally storageintensive allow possible rank deficiency subset design matrix due rareevent covariates within linear model setting proposed onlineupdating framework lead predictive residual test used ass goodnessoffit hypothesized model also propose new onlineupdating estimator estimating equation setting theoretical property goodnessoffit test proposed estimator examined detail simulation study real data application estimator compare favorably competing approach estimating equation setting
Statistics,spmoran ver r package moran eigenvectorbased scalable spatial additive mixed modeling,study demonstrates use spmoran r package estimating moran eigenvectorbased scalable spatial additive mixed model related spatial model concrete package implement standard spatial regression model extension including spatially nonspatially varying coefficient model model group effect spatial unconditional quantile regression model low rank spatial econometric model model estimated computationally efficiently see also http githubcomdmurakaspmoran another example using boston house price dataset
Statistics,julian ernst besag march august biographical memoir,julian besag outstanding statistical scientist distinguished pioneering work statistical theory analysis spatial process especially conditional lattice system work seminal statistical development last several decade ranging image analysis markov chain monte carlo method clarified role autologistic autonormal model instance markov random field paved way use diverse application later work included investigation efficacy nearest neighbour model accommodate spatial dependence analysis data agricultural field trial image restoration noisy data texture generation using lattice model
Statistics,castor contextual iot time series data model management scale,demonstrate castor cloudbased system contextual iot time series data model management scale castor designed assist data scientist exploring retrieving relevant time series contextual information required predictive modelling task b seamlessly storing deploying predictive model cloud production environment c monitoring performance predictive model production semi automatically retraining case performance deterioration main feature castor efficient pipeline ingesting iot time series data real time scalable hybrid data management service time series contextual data versatile semantic model contextual information easily adopted different application domain abstract framework developing storing predictive model r python deployment service automatically train andor score predictive model upon userdefined condition demonstrate castor realworld smart grid use case discus adopted application domain smart building telecommunication retail manufacturing
Statistics,convergence rate quasi stationary distribution shiryaevroberts diffusion,classical shiryaev robert martingale diffusion considered interval given absorbing boundary shown rate convergence diffusion quasistationary cumulative distribution function cdf q x stationary cdf h x atoinfty worse log uniformly result established explicitly constructing new tight lower upperbounds q x using certain latest monotonicity property modified bessel k function involved exact closedform formula q x recently obtained polunchenko
Statistics,continuously updated data analysis system,data science important know building paper describes idealized final product data science project called continuously updated dataanalysis system cudas cudas concept synthesizes idea range successful data science project nate silver fivethirtyeight cudas built context state economy state climate demonstrate build two cudas system first provides continuouslyupdated rating soccer player based newly developed augmented adjusted plusminus statistic second creates large dataset synthetic ecosystem used agentbased modeling infectious disease
Statistics,expanding scope statistical computing training statistician software engineer,traditionally statistical computing course taught syntax particular programming language specific statistical computation method since publication nolan temple lang seen greater emphasis data wrangling reproducible research visualization shift better prepares student career working complex datasets producing analysis multiple audience argue statistician often called upon develop statistical software analysis r package implementing new analysis method machine learning system integrated commercial product demand different skill describe graduate course developed meet need focusing four theme programming practice software design important algorithm data structure essential tool method code review revision semesterlong software project student practice skill software engineering course allows student expand understanding computing applied statistical problem building expertise kind software development increasingly province working statistician see model future evolution computing curriculum statistic data science
Statistics,implementing version control git learning objective statistic course,version control system record change file set file time change tracked specific version file recalled later essential element reproducible workflow deserves due consideration among learning objective statistic course paper describes experience implementation decision four contributing faculty teaching different course variety institution faculty set version control learning objective successfully integrated teaching git one statistic course various approach described paper span different implementation strategy suit student background course type software choice assessment practice presenting wide range approach teaching git paper aim serve resource statistic instructor teaching course level within undergraduate graduate curriculum
Statistics,explicit estimation derivative data differential equation gaussian process regression,work employ bayesian inference framework solve problem estimating solution particularly derivative satisfy known differential equation given noisy scarce observation solution data address key issue accuracy robustness derivative estimation use gaussian process jointly model solution derivative differential equation regarding linear differential equation linear constraint gaussian process regression constraint method gprc developed improve accuracy prediction derivative nonlinear differential equation propose picarditerationlike approximation linearization around gaussian process obtained data gprc still iteratively applicable besides product expert method applied ensure initial boundary condition considered enhance prediction accuracy derivative present several numerical result illustrate advantage new method comparison standard datadriven gaussian process regression
Statistics,survey bayesian statistical approach big data,modern era characterised era information big data motivated huge literature new method extracting information insight data natural question approach differ available prior advent big data present review published study present bayesian statistical approach specifically big data discus reported perceived benefit approach conclude addressing question whether focusing improving computational algorithm infrastructure enough face challenge big data
Statistics,cognitive constructivism epistemic significance sharp statistical hypothesis natural science,book present case defense constructivist epistemological framework use compatible statistical theory inference tool basic metaphor decision theory maximization gambler expected fortune according subjective utility prior belief learned experience metaphor proven useful leading development bayesian statistic since xxth century revival rooted work de finetti savage others basic metaphor presented text foundation cognitive constructivism eigensolution verification objective epistemic status fbst full bayesian significance test cornerstone set statistical toll conceived ass epistemic value eigensolutions according four essential attribute namely sharpness stability separability composability believe alternative perspective complementary one ofered decision theory provide powerful insight make pertinent contribution context scientific research
Statistics,sweave documentation implementing markov chain monte carlo estimating confidence,file sweave documentation example provided flegal j jones g l implementing markov chain monte carlo estimating confidence handbook markov chain monte carlo edited brook gelman jones g meng x published chapman hallcrc press
Statistics,hotelling test highly correlated data,paper motivated analysis gene expression set especially finding differentially expressed gene set two phenotype gene expression level highly correlated likely approximately normal distribution therefore seems reasonable use twosample hotelling test data discover unexpected property test making different majority test previously used data appears hotelling test always reach maximal power marginal distribution differentially expressed highly correlated data maximal power attained half marginal distribution essentially different case correlation coefficient greater test powerful one marginal distribution shifted omparing case marginal distribution equally shifted moreover correlation coefficient increase power hotelling test increase well
Statistics,two sample problem exact distribution numerical solution simulation,work presented article suggests solution two sample problem keywords two sample problem welchaspin solution fisherbehrens problem nuisance parameter similarity linnik phenomenon
Statistics,development initial validation scale measure instructor attitude toward conceptbased teaching introductory statistic health behavioral science,despite decade reform effort student continue experience difficulty understanding applying statistical concept predominant focus reform content pedagogy technology assessment little attention instructor characteristic however strong theoretical empirical evidence instructor attitude impact quality teaching learning objective study develop initially validate scale measure instructor attitude toward reformoriented conceptbased teaching introductory statistic health behavioral science tertiary level scale referred fat faculty attitude toward statistic data obtained instructor usa international analyzed using factor analysis multidimensional scaling hierarchical cluster analysis overall scale consists five subscales total item overall alpha construct validity established specifically overall scale subscales except perceived difficulty plausibly differentiated lowreform highreform practice instructor statistically significant difference attitude observed respect age gender employment status membership status professional organization ethnicity highest academic qualification degree concentration scale considered reliable valid measure instructor attitude toward reformoriented conceptbased constructivist teaching introductory statistic health behavioral science tertiary level five dimension influence instructor attitude additional study required confirm structural psychometric property
Statistics,lp nested symmetric distribution,tractable generalization gaussian distribution play important role analysis highdimensional data one general superclass normal distribution class nu spherical distribution whose random variable represented product x rcdot u uniformly distribution random variable u level set positively homogeneous function nu arbitrary positive radial random variable r prominent subclass nu spherical distribution spherically symmetric distribution nu x generalized class lp spherically symmetric distribution nu x xp class contain gaussian special case general however nu spherical distribution computationally intractable since instance normalization constant fast sampling algorithm unknown arbitrary nu paper introduce new subclass nu spherical distribution choosing nu nested cascade lp norm class still computationally tractable includes aforementioned subclass special case derive general expression lp nested symmetric distribution well uniform distribution lp nested unit sphere including explicit expression normalization constant state several general property lp nested symmetric distribution investigate marginals maximum likelihood fitting discus tight link well known machine learning method independent component analysis ica independent subspace analysis isa mixed norm regularizers finally derive fast exact sampling algorithm arbitrary lp nested symmetric distribution introduce nested radial factorization algorithm nrf form nonlinear ica
Statistics,brief history fail safe number applied research,rosenthal failsafenumber fsn probably one best known statistic context metaanalysis aimed estimate number unpublished study metaanalyses required bring metaanalytic mean effect size statistically insignificant level already scargle schonemann scargle fundamental critique claimed stability basic rationale fsn approach objection focusing basic assumption fsn treat number study unbiased averaging null expressed throughout history fsn different author elashoff iyengar greenhouse see also scargle particular elashoff objection appears important first critique pointing directly central problem fsn r r claim number study hidden drawer would achieve mean effect size zero combined study reviewed surely allowed hidden study negative average hidden study would necessary obtain zero mean effect size p thus user metaanalysis could aware right beginning something wrong statistical reasoning fsn particular applied research perspective therefore interest whether fundamental objection fsn reflected standard handbook metaanalysis well course even importantly metaanalytic study
Statistics,conversation james hannan,jim hannan professor lived interesting life one whose fundamental research repeated game fully appreciated late career service meteorologist army world war ii jim played poker made weather forecast curious later research included strategy repeated play apply selecting best forecaster james hannan born holyoke massachusetts september attended st jerome high school january received phb st michael college colchester vermont jim enlisted u army air force train serve meteorologist took army airbases china close war following discharge army jim studied mathematics harvard graduated m june prepare doctoral work statistic university north carolina fall jim went university michigan summer routine admission physical revealed spot lung possibility tuberculosis caused jim stay ann arbor fall veteran administration hospital framingham massachusetts condition followed closely discharged hospital spring started study chapel hill fall began research compound decision theory herbert robbins feeling need teaching experience jim left chapel hill two year short thesis take three year appointment instructor catholic university washington dc told renewal coming jim felt pressure finish degree
Statistics,conversation martin bradbury wilk,martin bradbury wilk born december montr e al qu e bec canada completed beng degree chemical engineering mcgill university worked research engineer atomic energy project national research council canada went iowa state college completed msc phd degree statistic respectively oneyear postdoc john tukey became assistant director statistical technique research group princeton university served professor director research statistic rutgers university parallel also career bell laboratory murray hill new jersey turn member technical staff head statistical model method research department statistical director management science research wrote number influential paper statistical methodology period notably testing procedure normality shapiro wilk statistic probability plotting technique multivariate data martin moved higher management level american telephone telegraph company occupied various position culminating assistant vicepresident director corporate planning returned canada became first professional statistician serve chief statistician accomplishment statistic canada numerous contributed resurgence institution international standing played crucial role reinstatement cabinetcancelled census
