Topic,Title,Content
Biology,characterizing steady state genomescale metabolic network continuous cell culture,present model continuous cell culture coupling intracellular metabolism extracellular variable describing state bioreactor taking account growth capacity cell impact toxic byproduct accumulation provide method determine steady state system tractable metabolic network arbitrary complexity demonstrate approach toy model first genomescale metabolic network chinese hamster ovary cell line obtaining result qualitative agreement experimental observation importantly derive number consequence model independent parameter value first ratio cell density dilution rate ideal control parameter fix steady state desired metabolic property invariant across perfusion system conclusion robust even presence multistability explained model negative feedback loop cell growth due toxic byproduct accumulation moreover complex landscape steady state continuous cell culture emerges simulation including multiple metabolic switch also explain cellline medium benchmark carried batch culture extrapolated perfusion hand predict invariance law continuous cell culture different parameter practical consequence chemostat ideal experimental model largescale highdensity perfusion culture complex landscape metabolic transition faithfully reproduced thus order actually reflect expected behavior perfusion performance benchmark celllines culture medium carried chemostat
Biology,quantitative immunology physicist,adaptive immune system dynamical selforganized multiscale system protects vertebrate pathogen internal irregularity tumour reason fascinates physicist yet multitude different cell molecule subsystem often also petrifying despite complexity experiment different scale adaptive immune system become quantitative many physicist made theoretical experimental contribution help predict behaviour ensemble cell molecule participate immune response review recent contribution emphasis quantitative question methodology also provide general method section present wide array theoretical tool used field
Biology,historical perspective cancer,proposed cancer result breakdown universal control mechanism developed mutual association part historical process brought individual cell together multicellular community systematically comparing genome unicelled multicelled organism one might able identify promising site intervention aimed restoring damaged control mechanism thereby arresting cancer
Biology,targeting glutamate metabolism melanoma,glutamate metabotropic receptor drive oncogenesis aberrantly activated melanoma several cancer metabolomics reveals patientderived xenograft melanoma tumor exhibit elevated plasma glutamate level associated metastatic melanoma vivo stable isotope tracing gcms analysis determined cell expressing fuel substantial fraction glutamate glycolytic carbon stimulation glutamate lead activation mitogenic signaling pathway turn increase production glutamate fueling autocrine feedback implementing rational drugtargeting strategy critically evaluate metabolic bottleneck vitro vivo combined inhibition glutamate secretion biosynthesis effective rational drug targeting strategy suppressing tumor growth restricting tumor bioavailability glutamate
Biology,differential equation boolean network case study modeling regulatory network,method modeling cellular regulatory network diverse differential equation boolean network coexist however without closer correspondence example system fission yeast cell cycle control network set two approach relation find boolean network formulated specific coarsegrained limit detailed differential network model system lay mathematical foundation boolean network applied biological regulatory network controlled way
Biology,toolbox model evolution prokaryotic metabolic network regulation,reported number transcription factor encoded prokaryotic genome scale approximately quadratically total number gene propose conceptual explanation finding illustrate using simple model metabolic regulatory network prokaryote shaped horizontal gene transfer coregulated metabolic pathway adapting new environmental condition monitored new transcription factor eg learning use another nutrient involves acquiring new enzyme reusing enzyme already encoded genome repertoire enzyme organism toolbox grows larger reuse enzyme tool often thus need get fewer new one master new task observation logically follows number functional task regulator increase faster linearly total number gene encoding enzyme genome also shrink eg loss nutrient environment followed deletion regulator enzyme become redundant propose several simple model network evolution elaborating toolbox argument reproducing empirically observed quadratic scaling distribution length pathway branch model agrees reallife metabolic network escherichia coli thus model provides qualitative explanation broad distribution regulon size prokaryote
Biology,physical model nicotinic ach receptor kinetics,present new approach nicotinic receptor kinetics new model explaining random variability duration open event model give new interpretation brief long receptor opening predicts two identical binding site presence three component open time distribution two brief long also present physical model receptor block picture naturally universally explains receptor desensitization phenomenon central importance cellular signaling model based singlechannel experiment concerning effect hydrocortisone hc kinetics control wildtype wt mutated mouse nicotinic acetylcholine receptor nachrs expressed hek cell appendix contains original result probability renewal theory derivation probability distribution function duration process performed two independent server
Biology,dynamic evolution precise regulatory encoding creates clustered signature developmental enhancer,morphogenic protein known dorsal pattern embryonic dorsoventral body axis drosophila binding transcriptional enhancer across genome enhancer activates neighboring gene unique threshold concentration dorsal presence dorsal binding site cluster enhancer similar cluster enhancer motivated model thresholdencoding site density however found precise length spacer separating pair specialized dorsal twist binding site determines thresholdresponse despite result functional range determined spacer element well role origin surrounding dorsal site cluster remained completely unknown experiment enhancer diverse drosophila genome including large uncompacted genome ananassae willistoni report three major interdependent result first map functional range thresholdencoding spacer variable second show majority site cluster nonfunctional divergent element separated beyond encoding functional range third verify evolutionary model involving frequent replacement threshold encoding whose precision easily outdated shifting accuracy process encoding replaced newer one facilitated palindromic nature dorsal twist binding motif intrinsic repeatinstability specialized twist binding site critically impact length spacer linking dorsal time dynamic process selective deprecation replacement encoding add growing cluster deadened element necroelements strongly bias local sequence composition abstract truncated
Biology,operating regime signaling cycle static dynamic noise filtering,ubiquitous building block signaling pathway cycle covalent modification eg phosphorylation dephosphorylation mapk cascade paper explores kind information processing filtering accomplished simple biochemical circuit signaling cycle particularly known exhibiting highly sigmoidal ultrasensitive inputoutput characteristic certain steadystate regime systematically study cycle steadystate behavior response timevarying stimulus demonstrate cycle actually operate four different regime specific inputoutput characteristic result obtained using total quasisteadystate approximation generally valid typically used michaelismenten approximation enzymatic reaction invoke experimental data suggests possibility signaling cycle operating one new regime consider cycle dynamic behavior far relatively neglected demonstrate intrinsic architecture cycle make act four regime tunable lowpass filter filtering highfrequency fluctuation noise signal environmental cue moreover cutoff frequency adjusted cell numerical simulation show analytical result hold well even noise large amplitude suggest noise filtering tunability make signaling cycle versatile component elaborate cell signaling pathway
Biology,analyzing ribosome remodeling health disease,regulation largely unexplored part due methodological limitation indeed review evidence demonstrating commonly used method transcriptomics inadequate variability mrna coding ribosomal protein rp necessarily correspond rp variability thus protein remodeling ribosome investigated method allow direct quantification rps ideally isolated ribosome review method focusing mass spectrometry emphasizing methodspecific bias approach control bias argue using multiple complementary method help reduce danger interpreting reproducible systematic bias evidence ribosome remodeling
Biology,metabolic chaperone gene loss mark origin animal evidence sharing mitochondrial client,evolution animal involved acquisition emergent gene repertoire gastrulation whether loss gene also coevolved developmental reprogramming yet addressed identify twentyfour genetic function retained fungi choanoflagellates undetectable animal lost gene encode sixteen distinct biosynthetic function ii two ancestral eukaryotic clpb disaggregases function mitochondrion cytosol respectively iii six assorted function present computational experimental data consistent joint function differentially localized clpb disaggregases possibility shared clientchaperone relationship mitochondrial fe homoaconitase encoded lost gene two clpbs analysis lead hypothesis evolution gastrulationbased multicellularity animal led efficient extraction nutrient dietary source loss natural selection maintenance energetically expensive biosynthetic pathway subsequent loss attendant clpb chaperone
Biology,evolutionary analysis biological excitability,excitability attribute life driving force descent complexity cellular electrical activity realized membrane protein act either channel transporter basis excitability electrical signaling mediated wave action potential consist synchronous redistribution ionic gradient ion channel ion channel select passage particular ion specie potassium ion channel gated variety stimulus including membrane voltage sodium calcium channel gated membrane voltage suggesting conservative argument voltagegated potassium channel founding member voltagegated ion channel superfamily principal focus work investigation complement potassium ion channel genome generalizabilty array issue relevant excitability addressed range engagement question regarding unity life proffered
Biology,hypotensive effect activated apelin receptor correlated b eta arrestin recruitment,apelinergic system important player regulation vascular tone cardiovascular function making physiological system attractive target drug development hypertension heart failure ischemic heart disease indeed apelin exerts positive inotropic effect human whilst reducing peripheral vascular resistance study investigated signaling pathway apelin exerts hypotensive action synthesized series analog whereby cterminal residue replaced natural unnatural amino acid cell expressing apj evaluated relative efficacy compound activate g alpha g alpha oa gproteins recruit b eta arrestins b eta arrs inhibit camp production calculating transduction ratio pathway allowed u identify several analog distinct signaling profile furthermore found analog delivered iv spraguedawley rat exerted wide range hypotensive response indeed two compound lost ability lower blood pressure analog significantly reduced blood pressure interestingly analog lower blood pressure le effective recruiting b eta arrs finally using spearman correlation established hypotensive response significantly correlated b eta arr recruitment g protein dependent signaling conclusion result demonstrated b eta arr recruitment potency involved hypotensive efficacy activated apj
Biology,multiscale sequence correlation increase proteome structural disorder promiscuity,numerous experiment demonstrate high level promiscuity structural disorder organismal proteome ask question make protein promiscuous ie prone nonspecific interaction structurally disordered predict multiscale correlation amino acid position within protein sequence statistically enhance propensity promiscuous intra interprotein binding show sequence correlation amino acid type statistically enhanced structurally disordered protein hub organismal proteome also show structurally disordered protein posse significantly higher degree sequence order structurally ordered protein develop analytical theory effect predict robustness conclusion respect amino acid composition form microscopic potential interacting sequence finding implication understanding molecular mechanism protein aggregation disease induced extension sequence repeat
Biology,specificitydetermining dna triplet code positioning human preinitiation complex,notion transcription factor bind dna specific consensus binding site recently questioned pioneering study pugh venter specific consensus motif positioning human preinitiation complex pic identified reveal nonconsensus statistical dna triplet code provides specificity positioning human pic particular reveal highly nonrandom statistical pattern repetitive nucleotide triplet correlate genomewide binding preference pic measured chipexo analyze triplet enrichment depletion near transcription start site tss identify triplet strongest effect picdna nonconsensus binding result constitute proofofconcept new design principle proteindna recognition human genome lead better mechanistic understanding transcriptional regulation
Biology,possible link pyriproxyfen microcephaly,zika virus primary suspect large increase microcephaly case brazil however role unconfirmed despite individual case viral infection found neural tissue consider alternative insecticide pyriproxyfen used brazilian drinking water mosquito control may actually cause pyriproxifen analog juvenile hormone corresponds mammal regulatory molecule including retinoic acid vitamin metabolite crossreactivity whose application development cause microcephaly methoprene another juvenile hormone analog approved insecticide metabolite bind retinoid x receptor cause developmental disorder mammal isotretinoin another example retinoid causing microcephaly human baby via activation retinoid x receptor moreover test pyriproxyfen manufacturer sumitomo widely quoted giving evidence developmental toxicity actually found evidence effect including low brain mass arhinencephaly incomplete formation anterior cerebral hemisphere rat pup finally pyriproxyfen use brazil unprecedented never applied water supply scale claim used recife epicenter microcephaly case distinguish metropolitan area recife widely used municipality given combination information strongly recommend use pyriproxyfen brazil suspended pending investigation
Biology,nonmaxwellian velocity distribution anomalous diffusion vitro kidney cell,manuscript us statistical mechanical approach study effect adhesion moca protein cell locomotion moca protein regulates cellcell adhesion explore potential role cell movement present series statistical description motion order characterize cell movement found moca affect statistical scenario cell locomotion particular observe moca enhances tendency joint motion inhibits superdiffusion decrease overall cell motion fact compatible hypothesis cell move faster le cohesive environment furthermore observe velocity distribution tail longer predicted maxwellboltzmann case studied indicating cell movement complex liquid
Biology,gene geneset analysis genomewide association study,genomewide association study gwas identified hundred locus stringent level statistical significance across many different human trait however clear large sample needed find majority genetic variant underlying risk human disease therefore field engaged race increase study sample size study yielding successful result also study provide little new insight project started early new wave study decided use alternative approach us prior biological knowledge improve interpretation power gwas project aimed implement develop new genebased method derive genelevel statistic use gwas well established system biology tool b use genelevel statistic network geneset analysis gwas data c mine gwas neuropsychiatric disorder using gene genesets integrative biology analysis geneexpression study explore ability method improve analysis gwas disease subphenotypes usually suffer small sample size
Biology,primate specific retrotransposons svas evolution network alter brain function,hominidspecific nonltr retrotransposon termed sine vntr alu sva youngest transposable element human genome propagation ancient sva type took place thirteen million year ago ago youngest sva type appeared human genome chimpanzee divergence functional enrichment analysis gene associated sva insertion demonstrated strong link multiple ontological category attributed brain function disorder sva type expanded presence human genome different stage hominoid life history also associated progressively evolving behavioural feature indicated potential impact sva propagation cognitive ability modern human svaassociated gene highly crosslinked functional network suggesting accumulative impact functional alteration potentially caused sva insertion analysis uncovered potential role svas evolution human cns especially emergence functional trend relevant social parental behaviour also support model explain part brain function modulated immune reproductive system based gene expression pattern gene pathway potentially altered sva insertion
Biology,extraction deep phylogenetic signal improved resolution evolutionary event within phylogeny,gene family encodes diverse set recombinase protein effect homologous recombination dnarepair genome stability reca gene family expressed almost specie eubacteria archaea eukaryote even virus date effort resolve deep evolutionary origin ancient protein family hindered part high sequence divergence family ie identity paralogous group large taxon sampling ii use phylogenetic algorithm designed measuring highly divergent paralogs iii novel evolutionary spatial dynamic simulation analytical tool obtained robust parsimonious refined phylogenetic history superfamily taken together model evolution family provides better understanding ancient origin reca protein multiple event leading diversification reca homologs eukaryote including discovery additional subfamily
Biology,network analysis reveals potentially evil alliance opportunistic pathogen inhibited cooperative network human milk bacterial community,critical importance human milk infant even human civilization well established although human milk microbiome received increasing attention expansion research human microbiome understanding milk microbiome limited cataloguing otus computation community diversity index best knowledge report bacterial interaction within human milk microbiome bridge gap reconstructed milk bacterial community network data hunt et al largest sequence data set human milk microbiome available date analysis revealed milk microbiome network consists two disconnected subnetworks one subnetwork fully connected complete graph consisting seven genus node pairwise interaction among bacteria facilitative cooperative contrast interaction subnetwork node mixed dominantly cooperative somewhat surprisingly noncooperative node second subnetwork mutually cooperative staphylococcus corynebacterium genus include opportunistic pathogen potentially evil alliance staphylococcus corynebacterium could inhibited remaining node cooperate one another second subnetwork postulate confrontation evil alliance benign alliance human milk microbiome important health implication lactating woman infant shifting balance two alliance may responsible dysbiosis milk microbiome permit mastitis related study focusing ecological analysis reported http
Biology,impact chronic fetal hypoxia inflammation cardiac pacemaker cell development,chronic fetal hypoxia infection example adverse condition complicated pregnancy impact cardiac myogenesis increase lifetime risk heart disease however effect chronic hypoxic inflammatory environment exert cardiac pacemaker cell poorly understood review current evidence novel avenue benchtobed research field perinatal cardiogenesis well translational significance early detection future risk cardiovascular disease
Biology,mip toolset efficient algorithm calculating mutual information protein alignment,background coevolution within protein family often predicted using statistic measure degree covariation position protein sequence mutual information measure dependence two random variable used extensively predict intraprotein coevolution result provide algorithm efficient calculation mutual information within protein family algorithm us linked list directly accessed pointer array linked list allows efficient storage sparse count data caused protein conservation direct access array pointer prevents linked list traversed time modified conclusion algorithm implemented software miptoolset could also easily implemented mutual information based standalone software web server current implementation miptoolset critical largescale protein family analysis realtime coevolution calculation alignment editing curation miptoolset available http sourceforgenetprojectsmiptoolset
Biology,morphogen gradient noisy source,investigate effect timedependent noise shape morphogen gradient developing embryo perturbation theory used calculate deviation deterministic behavior simple reactiondiffusion model robust gradient formation result confirmed numerical simulation shown deviation disrupt robustness sufficiently high noise level implication finding complex model gradientshaping pathway discussed
Biology,effect egfreceptor density multiscale tumor growth pattern,studied effect epidermal growth factor receptor egfr density tumor growth dynamic sub multicellular level using previously developed model algorithm simulates growth brain tumor using multiscale twodimensional agentbased approach integrated transforming growth factor alpha tgfalpha induced egfrgeneprotein interaction network result confirm increasing cell receptor density correlate acceleration tumor system spatiotemporal expansion dynamic multicellular behavior explained solely basis spatial subcellular dynamic remain qualitatively similar amongst three glioma cell line investigated silico rather find cell higher egfr density show early increase phenotypic switching activity proliferative migratory trait linked higher level initial autostimulation plcgammamediated tgfalphaegfr autocrine network indicates active protein level interaction chemotactically acting tumor system support role posttranslational regulation implemented egfr pathway implication result experimental cancer research discussed
Biology,relationship cellular response behavioral variability bacterial chemotaxis,bacterial chemotaxis escherichia coli canonical system study signal transduction remarkable feature system coexistence precise adaptation population large fluctuating cellular behavior single cell korobkova et al nature using stochastic model found large behavioral variability experimentally observed nonstimulated cell direct consequence architecture adaptive system reversible covalent modification cycle methylation demethylation reaction antagonistically regulate activity receptorkinase complex operate outside region firstorder kinetics result receptorkinase governs cellular behavior exhibit sigmoidal activation curve curve simultaneously amplifies inherent stochastic fluctuation system lengthens relaxation time response stimulus stochastic fluctuation cause large behavioral variability relaxation time governs average duration run response small stimulus cell greatest fluctuating behavior also display largest chemotactic response finally largescale simulation digital bacteria suggest chemotaxis network tuned simultaneously optimize random spread cell absence nutrient cellular response gradient attractant
Biology,allen gene expression atlas tell u mouse brain evolution,use allen gene expression atlas agea oma ortholog dataset investigate evolution mousebrain neuroanatomy standpoint molecular evolution brainspecific gene gene using phylogenetic tree fully sequenced specie presence orthologs gene specie construct assign discrete measure evolutionary age gene expression profile gene similar age relative average gene expression profile distinguish region brain overrepresented corresponding evolutionary timescale argue conclusion one draw evolution twelve major brain region molecular level analysis supplement existing knowledge mouse brain evolution introduces new quantitative tool especially comparative study agealike data set specie become available using functional role gene representational certain evolutionary timescale brain region compare contrast wherever possible observation existing knowledge evolutionary neuroanatomy
Biology,functional alignment regulatory network study temperate phage,relationship design functionality molecular network key issue biology comparison regulatory network performing similar task give insight network architecture constrained function directs discus method network comparison based network architecture signaling logic introducing local global signaling score difference two network quantify similarity evolutionary closely distantly related bacteriophage despite large evolutionary separation phage lambda network found similar difference measured term global signaling finally discus network alignment used pinpoint protein similarity viewed network perspective
Biology,essential role thermodynamics metabolic network modeling physical insight computational challenge,quantitative study cell metabolism often based large chemical reaction network model steady state approach suited analyze phenomenon timescale cell growth circumvents problem incomplete experimental knowledge kinetic law parameter shall supported correct implementation thermodynamic constraint article review latter aspect highlighting computational challenge physical insight simple introduction gibbs inequality avoids presence unfeasible loop allowing correct timescale analysis lead possibly nonconvex feasible flux space whose exploration need efficient algorithm shorty review implementation thermodynamics variational principle constraint based model metabolic network
Biology,grow organism insideout evolution internal skeleton external skeleton bilateral organism,intriguing unanswered question evolution bilateral animal internal skeleton internal skeleton evolved first place computational modeling development bilateral symmetric organism suggests answer question hypothesis internal skeleton may evolved bilaterally symmetric ancestor external skeleton growing organism insideout external skeleton becomes internal skeleton hypothesis supported computational theory bilateral symmetry allows u model simulate process insideout development achieved orientation switch given development two bilateral founder cell generate bilateral organism mutation revers internal mirror orientation bilateral founder cell lead insideout development new orientation epigenetically inherited progeny key insight cell contained newly evolved organism internal skeleton develops according downstream developmental control network directs development exoskeletal ancestor network genome identical interpretation different cell inverted orientation result insideout bilateral symmetric development generating insideout organism internal skeleton
Biology,integrin activation importance positive feedback,integrins mediate cell adhesion essential receptor development functioning multicellular organism integrin activation known require ligand talin binding correlate cluster formation activation mechanism precise role process yet resolved mathematical modeling known experimental parameter used show binding stabilizing factor talin alone insufficient enable liganddependent integrin activation observed condition additional positive feedback required
Biology,differential gene expression bacillus subtilis,sporulation bacillus subtilis serf paradigm development two different cell type mother cell prespore single cell mechanism two different developmental program initiated much studied well understood help existing new experimental result mathematical model developed reproduces published vitro experiment make new prediction property system vivo
Biology,computational investigation orgins short term biochemical memory cell activation,recent study reported cell integrate signal interrupted encounter antigen presenting cell apc way process signal integration exhibit form memory carry computational study using simple mathematical model cell activation investigate ramification interrupted cellapc contact signal integration consider several mechanism signal integration time scale may achieved conclude feedback control immediate early gene product iegs appears highly plausible mechanism allows effective signal integration cytokine production multiple exposure apc analysis computer simulation provides experimental roadmap involving several testable prediction
Biology,dynamic modeling interaction autophagy apoptosis mammalian cell,autophagy conserved biological stress response mammalian cell responsible clearing damaged protein organelle cytoplasm recycling content via lysosomal pathway case mild stress autophagy act survival mechanism case severe stress cell may switch programmed cell death understanding decision process move cell autophagy apoptosis important since abnormal regulation autophagy occurs many disease including cancer integrate existing knowledge decision process rigorous analytical framework built mathematical model cell fate decision mediated autophagy dynamical model consistent existing quantitative measurement autophagy apoptosis rat kidney proximal tubular cell responding cisplatininduced stress
Biology,signaling signature neurotensin type receptor endogenous ligand,human neurotensin receptor g proteincoupled receptor involved many physiological function including analgesia hypothermia hypotension gain better understanding signaling pathway combination pathway linked activation function investigated ability activated stably expressed cell directly engage g protein activate second messenger cascade recruit b eta arrestins using bretbased biosensors found neurotensin nt nt neuromedin n nn activated g alpha q g alpha g alpha oa g alpha signaling pathway well recruitment b eta arrestins using pharmacological inhibitor demonstrated three ligand stimulated production inositol phosphate modulation camp accumulation along activation interestingly despite functional coupling g alpha g alpha oa nt found produce higher level camp presence pertussis toxin supporting activation lead camp accumulation g alpha sdependent manner additionally demonstrated full activation required signaling ptxsensitive giocsrc signaling pathway dependent pathway downstream gq finally wholecell integrated signature monitored cellbased surface plasmon resonance change electrical impedance confluent cell monolayer led identical phenotypic response three ligand characterization cellular signaling network helpful accelerate validation potential biased ligand improved therapeuticadverse effect profile
