Topic,Title,Content
Mathematics,right bousfield localization operadic algebra,well known general condition right bousfield localization exists provide general condition right bousfield localization yield monoidal model category address question monoidal model structure right bousfield localization induces model structure category algebra colored operad right bousfield localization preserve colored operadic algebra give numerous application topological space equivariant space chain complex stable module category category small category recover wide range classical result special case theory prove several new preservation result
Mathematics,axiomatisability dual compact ordered space,provide direct elementary proof fact category nachbin compact ordered space dually equivalent variety algebra show sharp bound compact ordered space dually equivalent spclass finitary algebra
Mathematics,grätzerhofmannlawsonjungsünderhauf duality,unify several extension classic stone duality due gr atzer hoffmanlawson jung underhauf specifically show ubases locally compact sober space dual distributive vpredomains transitive relation representing compact containment
Mathematics,strong algebraization fixed point property,following natural question arises shalom innovational work publ ihes establish intrinsic criterion synthesize relative fixed point property whole fixed point property without assuming bounded generation paper resolve question affirmative criterion work one respect certain class busemann npc space moreover suggests step toward constructing superexpanders finite simple group lie type
Mathematics,characterizing group cast algebra unitary group abelian case,study extent group cast algebra characterized unitary group complete characterization abelian group cast algebra isomorphic unitary group obtained compare result unitaryrelated invariant cast gamma k theoretic cast gamma find cast algebra nonisomorphic torsionfree abelian group may isomorphic group sharp contrast wellknown fact cast gamma even gamma characterized topological group structure unitary group gamma torsionfree abelian
Mathematics,symmetric homotopy theory operads,purpose foundational paper introduce various notion construction order develop homotopy theory differential graded operads ring main new idea consider action symmetric group part defining structure operad underlying category introduce new dual category higher cooperads new higher barcobar adjunction category operads new higher notion homotopy operads establish relevant homotopy property instance higher barcobar construction provides u cofibrant replacement functor operads ring construction produced conceptually applying curved koszul duality colored operads paper first step toward new koszul duality theory operads action symmetric group properly taken account
Mathematics,magnitude metric space,magnitude realvalued invariant metric space analogous euler characteristic topological space cardinality set definition magnitude special case general categorical definition clarifies analogy various cardinalitylike invariant mathematics although motivation world away geometric measure magnitude applied subset rn turn intimately related invariant volume surface area perimeter dimension describe several aspect relationship providing evidence conjecture first stated magnitude subsumes important invariant classical integral geometry
Mathematics,monotonelight factorization coarse geometry,introduce large scale analogue topological monotone light map call coarsely monotone coarsely light map respectively show two class map constitute factorization system coarse category also show coarsely monotone map arise reflection similar way classically monotone map prove coarsely monotone map stable pullback exist coarse category case map proper metric space exhibit connection coarse classical notion monotone light using higson corona finally look coarse property preserved coarsely light map finite asymptotic dimension exactness make remark situation group group homomorphism
Mathematics,weil representation characteristic two,paper construct new variant weil representation associated symplectic vector space v defined finite field characteristic two variant representation bigger group weil course develop formalism canonical vector space enables u realize bigger symmetry group representation transparent manner
Mathematics,localization cofibration category groupoid c algebra,prove relative functors cofibration category essentially relative functors defined subcategory cofibrations application give new construction functor assigns groupoid groupoid c algebra thereby topological k theory spectrum
Mathematics,generalized frobenius algebra theory hopf algebra,cofrobenius coalgebras introduced dualizations frobenius algebra recently shown cite admit leftright symmetric characterization analogue frobenius algebra coalgebra c cofrobenius isomorphic rational dual consider general quasicofrobenius qcf coalgebras first main result show also admit symmetric characterization coalgebra qcf weakly isomorphic left equivalently right rational dual rat c sense certain coproduct product power object isomorphic show qcf coalgebras viewed generalization cofrobenius coalgebras frobenius algebra surprisingly turn many application fundamental result hopf algebra equivalent characterization hopf algebra left right nonzero integral left right cofrobenius qcf semiperfect nonzero rational dual follow immediately result also celebrated uniqueness integral follows time another equivalent statement moreover byproduct method observe short proof bijectivity antipode hopf algebra nonzero integral give purely representation theoretic approach many basic fundamental result theory hopf algebra
Mathematics,simplicial structure complex,chain complex equipped differential satisfying generalization called n complex differential satisfying dn paper show lax nerve category chain complex pointwise adjoint equivalent decalage simplicial category n complex reveals additional simplicial structure lax nerve category chain complex provides categorfication triangulated homotopy category chain complex study phenomenon general present evidence axiom triangulated category simplicial origin
Mathematics,homotopy invariance higher ktheory abelian category,main theorem paper base change functor noetherian abelian category noetherian polynomial category induces isomorphism ktheory main theorem implies wellknown fact invariance ktheory noetherian scheme
Mathematics,algebrahomotopyoperad,survey provides elementary introduction operads application homotopical algebra aim explain notion operad prompted necessity algebraic object encodes higher homotopies try show universal theory giving many application algebra geometry topology mathematical physic text accessible student knowing tensor product chain complex category
Mathematics,update hirzebruch problem list,present update problem hirzebruch problem list focussing open problem substantial progress made recent year discus purely topological problem well geometric problem almost complex structure algebraic nonalgebraic contact structure complementary pair foliation
Mathematics,negative side cohomology calabiyau category,study integergraded cohomology ring defined calabiyau category show cohomology negative degree trivial extension cohomology ring nonnegative degree provided latter admits regular sequence central element length two particular product element negative degree zero corollary apply tatehochschild cohomology ring symmetric algebra tate cohomology ring group algebra also prove similar result tate cohomology ring commutative local gorenstein ring
Mathematics,semiprojectivity semiinjectivity different category,projectivity injectivity fundamental notion category theory consider natural weakening termed semiprojectivity semiinjectivity study concept different category example category metric space semi injective object precisely absolute neighborhood retracts show trivial group semiinjective group every free product finitely presented group free group semiprojective compact metric space x associate commutative c algebra c x association contravariant whence semiinjectivity x related semiprojectivity c x together adam rensen showed c x semiprojective category c algebra x absolute neighborhood retract dimension one
Mathematics,graded brauer group groupoid involution,define group rbr mathcal g containing sense graded complex orthogonal brauer group locally compact groupoid mathcal g equipped involution involution trivial show new group naturally provides generalization donovankaroubi graded orthogonal brauer group gbro generally shown direct summand wellknown graded complex brauer goup addition prove rbr mathcal g identifies direct sum real cohomology group abelian group rext mathcal g u real graded u central extension cohomological picture given
Mathematics,note surjective inverse system,given upward directed set consider surjective inverse system xal f albe xbelra xal alleqbein namely inverse system f albe surjective number property inverse system investigated mittagleffler condition investigated grothendieck flabby semiflabby inverse system studied jensen note flabby implies semiflabby implies surjective implies mittagleffler result surjective inverse system known time aim note give series equivalent statement implication involving surjective inverse system system satisfying mittagleffler condition together improvement established result well relationship already known scattered fact prominent result relate cardinality index set right exactness inverse limit functor nonvanishing inverse limit connection related cohomological dimension
Mathematics,expanders exact crossed product baumconnes conjecture,reformulate baumconnes conjecture coefficient introducing new crossed product functor c algebra confirming example original baumconnes conjecture remain confirming example reformulated conjecture present known counterexample reformulated conjecture moreover known expanderbased counterexample original baumconnes conjecture become confirming example reformulated conjecture
Mathematics,spectral measure certain element complex group ring wreath product,use elementary method compute eigenspaces markov operator lamplighter group generalization operator group particular give transparent explanation spectral measure markov operator lamplighter group found grigorchukzuk latter result used grigorchuklinnellschickzuk produce counterexample strong version atiyah conjecture range number use result construct manifold certain number given convergent infinite sum rational number obviously rational unable determine whether irrational
Mathematics,noncommutative poisson structure derived representation scheme calabiyau algebra,recantly william crawleyboevey proposed definition poisson structure noncommutative algebra based kontsevich principle idea find weakest possible structure induces standard commutative poisson structure representation space repv turn weak poisson structure lie algebra bracket cyclic homology satisfying extra condition thus called poisson structure paper study higher homological extension construction general setting show noncommutative poisson structure sense behave nicely respect homotopy sense homotopy equivalent nc poisson structure induce via derived representation functor homotopy equivalent poisson algebra structure derved representation scheme drepv ordinary algebra noncommutative poisson structure semifree generally cofibrant resolution yield graded super lie algebra structure full cyclic homology hcbullet extending crawleyboevey poisson structure call structure derived poisson structure also show derived poisson structure arise nature cobar construction omega c n cyclic coassociative dg coalgebra particular linear dual finite dimensional n cyclic dg algebra c carry double poisson bracket sense van den bergh turn induces corresponding noncommutative poisson structure omega c semifree dg algebra omega c resolve honest algebra acquires derived poisson structure
Mathematics,etale groupoids germ groupoids base extension,introduce notion wide representation inverse semigroup prove suitably defined topology space germ representation structure etale groupoid give elegant description paterson universal groupoid translation groupoid skandalis tu yu addition characterize inverse semigroups arise groupoids leading precise bijection class etale groupoids class complete infinitely distributive inverse monoids equipped suitable representation explain sense quantales localic groupoids carry generalization correspondence
Mathematics,coinduced action topological filtered group,note show category strongly central series admits coinduced action mean locally algebraically cartesian closed also show coinduction functors exist category topological group convenient category topological group lacc
Mathematics,space vanishing lsp homology fundamental group farber weinberger,zero spectrum conjecture asserted strongest form manifold zero laplacian form universal covering ie least one unreduced group universal covering nonzero farber weinberger gave first counterexample conjecture paper using fundamental idea show following stronger version result let g finitely presented group suppose homology group hk g g zero every dimension nge closed manifold dimension n fundamental group g universal covering vanishes degree
Mathematics,computer theorem proving math,give overview issue surrounding computerverified theorem proving standard puremathematical context based talk pqr conference brussels june
Mathematics,galois theory categorical peiffer commutator,show peiffer commutator previously defined cigoli mantovani metere used characterize central extension precrossed module respect subcategory crossed module semiabelian category satisfying additional property prove commutator also characterizes double central extension obtaining hopf formula second third homology object internal precrossed module
Mathematics,cohomologie de foncteurs polynomiaux sur le groupes libres,show extension group two polynomial functors free group category functors subcategory polynomial functors bounded degree give application montre que le groupes dextensions entre foncteurs polynomiaux sur le groupes libres sont le meme dans la categorie de tous le foncteurs et dans une souscategorie de foncteurs polynomiaux de degr e born e donne quelques application
Mathematics,abelianization derived category negative solution rosicky problem,prove large family ring r lambdapure global dimension greater one infinite regular cardinal lambda answer negative problem posed rosicky derived category ring satisfy adam lambdarepresentability morphisms lambda equivalently example well generated triangulated category whose lambdaabelianization sense neeman full functor lambda particular show given compactly generated triangulated category one may able find rosicky functor among lambdaabelianization functors
Mathematics,koszulity cohomology k ness quasiformality,paper greatly expanded version section series definition result illustrating thesis title quasiformality mean vanishing certain kind massey multiplication cohomology presented particular include categorical interpretation koszulity implies k claim discus difference two version massey operation apply derived nonhomogeneous koszul duality theory order deduce main theorem end demonstrate counterexample providing negative answer question hopkins wickelgren formality cochain dgalgebras absolute galois group thus showing quasiformality strengthened formality title assertion
Mathematics,tambara structure trace ideal cyclic extension,paper explores tambara functor structure trace ideal galois extension case pro cyclic extension able explicitly determine generator ideal furthermore show absolute trace ideal cyclic group strongly principal viewed ideal burnside tambara functor applying result calculate trace ideal extension finite field appendix determines formula norm quadratic form arbitrary finite extension finite field
Mathematics,analytic topology group action string varietes,paper analytic topology
Mathematics,integral excision ktheory,homotopy cartesian square ring spectrum satisfying connectivity hypothesis cube induced goodwillie integral cyclotomic trace k tc homotopy cartesian word homotopy fiber cyclotomic trace satisfies excision method proof give spinoff new proof old result well new result periodic cyclic homology relevantly current application ttate spectrum topological hochschild homology circle group
Mathematics,gelfandtype duality commutative von neumann algebra,show following five category equivalent opposite category commutative von neumann algebra compact strictly localizable enhanced measurable space measurable locale hyperstonean locale hyperstonean space result seen measuretheoretic counterpart gelfand duality commutative unital c algebra compact hausdorff topological space
Mathematics,algebraic geometry topological space,use technique real complex algebraic geometry study ktheoretic related invariant algebra c x continuous complexvalued function compact hausdorff topological space x example prove parametrized version theorem joseph gubeladze show countable abelian cancellative torsionfree seminormal monoid x contractible every finitely generated projective module c x free particular case mnn give parametrized version celebrated theorem proved independently daniel quillen andrei suslin finitely generated projective module polynomial ring field free conjecture jonathan rosenberg predicts homotopy invariance negative algebraic ktheory c x follows particular case mzn also give algebraic condition functor commutative algebra abelian group homotopy invariant c algebra homology theory commutative algebra vanish c algebra criterion numerous application example vanishing criterion applied nilktheory implies commutative c algebra kregular another application show familiar formula hochschildkostantrosenberg lodayquillen algebraic hochschild cyclic homology coordinate ring smooth algebraic variety remain valid algebraic hochschild cyclic homology c x application conjecture beilinsonsoule farrelljones also given
Mathematics,arithmetic aspect bianchi group,discus several arithmetic aspect bianchi group especially computational point view particular consider computing homology bianchi group together hecke action connection automorphic form abelian variety galois representation torsion homology bianchi group along way list several open problem conjecture survey related literature presenting concrete example numerical data
Mathematics,homotopy operads infinityoperads,goal present paper compare precise way two notion operads homotopy appear literature namely construct functor category strict unital homotopy colored operads category infinityoperads former notion make precise operadic generalization notion ainfinitycategories latter notion defined moerdijk wei order generalize simplicial notion infinitycategory joyal lurie functor extends two direction simplicial nerve faonte lurie ainfinitycategories homotopy coherent nerve moerdijk wei differential graded operads also shown equivalent big nerve la lurie differential graded operads prove satisfies homotopy property respect weak equivalence fibrations instance shown right quillen functor
Mathematics,quandle cohomology quillen cohomology,show cohomology group usually associated rack quandles agree quillen cohomology group algebraic theory rack quandles respectively also explain make available entire range tool come quillen homology theory long exact sequence transitivity excision isomorphism flat base change
Mathematics,enhanced finite triangulated category,give necessary sufficient condition existence enhancement finite triangulated category moreover show enhancement unique exist morita equivalence
Mathematics,support vanishing nonnoetherian ring tensor triangulated category,define characterise small support complex nonnoetherian ring context prove vanishing theorem module definition support make sense rigidly compactly generated tensor triangulated category working generality establish basic property support investigate detects vanishing use pointless topology relate support topology balmer spectrum structure idempotent bousfield lattice
Mathematics,enhancing filtered derived category,filtered derived category abelian category played useful role subject including geometric representation theory mixed hodge module theory motif develop natural generalization using current method homotopical algebra formalism stable infinitycategories stable model category pretriangulated idempotentcomplete dg category characterize filtered stable infinitycategory fil c stable infinitycategory c left exact localization sequence c along infinitycategorical version completion prove analogous model dg category statement also spell construction interact spectral sequence monoidal structure example machinery construct stable model category filtered dmodules develop rudiment theory filtered operads filtered algebra operads
Mathematics,higher limit homology theory frcodes,text based lecture given author summer contains introduction theory limit category presentation example different wellknown functors like homology derived functors nonadditive functors form derived limit theory socalled bf fr code also developed method different functors category group category abelian group group homology tensor product abelianization coded sentence alphabet two symbol bf f bf r
Mathematics,whitehead group almost extraspecial pgroups p odd,let p odd prime number describe whitehead group extraspecial almost extraspecial pgroups compute finite pgroup p subgroup zp zp term genetic basis p also introduce deflation map zp rightarrow z pn normal subgroup n p show always surjective along way give new proof result describing structure zp p elementary abelian pgroup
Mathematics,ktheory genotype biset functors,let p odd prime number paper show genome gamma p finite p group p defined direct product genotype rational irreducible representation p recovered first group k theory mathbb q p follows assignment p gamma p p biset functor give explicit formula action bisets gamma term generalized transfer associated left free bisets finally show gamma rational p biset functor ie gamma factor roquette category finite p group
Mathematics,topological representation precontact algebra connected version stone duality theorem,notion em space em space introduced using new representation theorem precontact contact algebra proved shown bijective correspondence kind algebra kind space application obtained result get new connected version stone duality theorem boolean algebra complete boolean algebra well smirnovtype theorem kind compact extension compact hausdorff extremally disconnected space also introduce notion em stone adjacency space using prove another representation theorem precontact algebra even obtain bijective correspondence class isomorphism precontact algebra class isomorphism stone adjacency space
Mathematics,decomposition theorem asymptotic property c property,combine aspect notion finite decomposition complexity asymptotic property c notion call finite apcdecomposition complexity space finite decomposition complexity finite apcdecomposition complexity space asymptotic property c finite apcdecomposition complexity moreover finite apcdecomposition complexity implies property metric space also show finite apcdecomposition complexity preserved direct product group space amalgamated product group group extension among construction
Mathematics,general framework homotopic descent codescent,paper elaborate general homotopytheoretic framework study problem descent completion duals codescent cocompletion approach homotopic co descent derived co completion viewed infty categorytheoretic framework constructed universe simplicially enriched category model infty category provide general criterion reminiscent mandell theorem e infty algebra model p complete space homotopic co descent satisfied furthermore construct general descent codescent spectral sequence interpret term derived co completion homotopic co descent show number wellknown spectral sequence unstable stable adam spectral sequence adamsnovikov spectral sequence descent spectral sequence map example general co descent spectral sequence also close relationship lichtenbaumquillen conjecture homotopic descent along dwyerfriedlander map algebraic ktheory etale ktheory moreover intriguing analogy derived cocompletion respectively completion homotopy left respectively right kan extension associated assembly respectively coassembly map
Mathematics,prelie deformation theory,paper develop deformation theory controlled prelie algebra main tool new integration theory prelie algebra main field application lie homotopy algebra structure koszul operad case provide homotopical description associated deligne groupoid permit u give conceptual proof complete formula homotopy transfer theorem mean gauge action provide clear explanation latter ubiquitous result two gauge element whose action original structure restrict input respectively output homotopy equivalent space implies homotopy algebra structure transfer uniformly trivial structure underlying homology gauge trivial ultimate generalization ddc lemma
Mathematics,irreducible triangulation punctured pinched surface,triangulation punctured pinched surface irreducible edge shrunk without producing multiple edge changing topological type surface finiteness set nonisomorphic irreducible triangulation punctured surface established complete list irreducible triangulation determined obius band number pinched torus number nonisomorphic combinatorial type number triangulation projective plane vertex determined
Mathematics,constructing universally small subset given packing index polish group,subset polish space x called universally small belongs ccc sigma ideal borel base x ch uncountable abelian polish group g construct universally small subset g c gin g cardinal number kappain mathfrak c set contains universally small subset g sharp packing index packsharp akappa sup mathcal mathcal dsubset ga gin g disjoint equal kappa
Mathematics,slice burnside ring section burnside ring finite group,paper introduces two new burnside ring finite group g called slice burnside ring section burnside ring built grothendieck ring category morphisms g set galois morphisms g set respectively well known result usual burnside ring concerning ghost map primitive idempotents description prime spectrum extended ring also shown two ring natural structure green biset functor functorial structure unit group ring also discussed
Mathematics,sur lhomologie de groupes orthogonaux et symplectiques à coefficient tordus,compute stable homology orthogonal symplectic group finite field k coefficient coming usual endofunctor f kvector space exterior symmetric divided power natural integer compute colimits vector space hi n n k f k hi sp k f k situation stabilization classical result charney give formal framework connect stable homology family group homology suitable small category thanks spectral sequence collapse several case purely algebraic method ie without stable ktheory obtain result betley stable homology linear group symmetric group orthogonal symplectic group field prove categorical result vector space equipped quadratic alternating form use powerful cancellation result known homology functors suslin scorichenko djament deduce spectacular simplification second sheet general spectral sequence consider orthogonal symplectic group finite field take coefficient value vector space field compute second sheet spectral sequence thanks classical result homological cancellation trivial coefficient quillen fiedorowiczpriddy calculation torsion group usual functors franjoufriedlanderscorichenkosuslin chalupnik
Mathematics,coherent presentation artin monoids,compute coherent presentation artin monoids presentation generator relation relation relation use method higherdimensional rewriting extend squier knuthbendix completion homotopical completionreduction applied artin garside presentation main result paper state socalled titszamolodchikov extend artin presentation coherent presentation byproduct give new constructive proof theorem deligne action artin monoid category
Mathematics,universal property triangulated derivators via keller tower,thesis b keller solved universal problem extension exact category bounded derived category introducing notion tower exact triangulated category proving universal property setting note show result extends corresponding universal problem grothendieck derivators
Mathematics,burnside ring,study ie action space main focus character theory end employ technique extended burnside ring main theorem ganterkapranov particular mark homomorphism burnside ring application give new proof osorno formula ganterkapranov finite group
Mathematics,central stability homology,give new categorical way construct central stability homology putman sam explain used context representation stability homological stability contrast cover category infinite automorphism group also connect central stability homology randalwilliams wahl work homological stability also develop criterion implies functors polynomial sense randalwilliams wahl centrally stable sense putman
Mathematics,model category structure rigid object exact category,let mathcal e weakly idempotent complete exact category enough injective projective object assume mathcal subseteq mathcal e rigid contravariantly finite subcategory mathcal e containing injective projective object stable taking direct sum summands paper mathcal e equipped structure prefibration category cofibrant replacement corollary show using result demonet liu cite dl category finite presentation module costable category overline mathcal localization mathcal e also deduce mathcal e mathrm mod overline mathcal admits calculus fraction homotopy two corollary analogue exact category result buan marsh cite cite see also cite hold triangulated category mathcal e frobenius exact category enhance structure prefibration category structure model category see article palu cite palu case triangulated category last result applies particular mathcal e homfinite frobenius category appearing relation cluster algebra
Mathematics,mackey mackey,study collection additive category mathcal g indexed finite group g related induction restriction way categorifies usual mackey functors call mackey provide large collection example particular thanks additive derivators prove first property mackey including separable monadicity restriction subgroup isolate initial structure leading call mackey also exhibit convenient calculus morphisms mackey mean string diagram finally show ring identity g mackey isomorphic socalled crossed burnside ring g
Mathematics,morphisms killing weight hurewicztype theorem,study canonical weight decomposition slightly generalizing defined j wildeshaus triangulated category c integer n weight structure w c triangle lmto mto rmto lm lm weight rm weight least mle n determined exists happens weight complex obj k hw hw heart w homotopy equivalent complex zero term degree n dot hence condition detected via pure functors one also take minfty ninfty obtain weight complex functor conservative detects weight object infinitely small infinitely large weight significant improvement previously known bounded conservativity result applying statement calculate intersection purely generated subcategories prove certain weightexact functors conservative weightdegenerate object main tool new interesting notion morphisms killing weight dot n study detail well apply general result equivariant stable homotopy category spherical weight structure introduced previous paper obtain certain converse equivariant stable hurewicz theorem particular singular homology spectrum e vanishes negative degree e extension connective spectrum acyclic one
Mathematics,bivariant parasimplicial mathsf bullet construction,coherent string composable morphisms play important role various important construction abstract stable homotopy theory example algebraic ktheory higher toda bracket representation theory finite dimensional algebra representation dynkin quiver type first step prove strong comparison result relating composable string morphisms coherent diagram cube support path initial final object observe structure equivalent passing higher analogue mesh category distinguished coherent diagram special class morphism object parasimplices furthermore show notion distinguished coherent diagram generalizes well arbitrary morphism object resulting category coherent diagram lead higher version mathsf bullet construction closely related representation higher auslander algebra dynkin quiver type understanding category functors relating general require detailed analysis parasimplices well basic result abstract cubical homotopy theory since subcubes distinguished diagram often turn bicartesian finally show previous comparison result extends duality theorem general category distinguished coherent diagram special case leading new derived equivalence higher auslander algebra
Mathematics,grothendieckneeman duality wirthmüller isomorphism,clarify relationship grothendieck duality la neeman wirthm uller isomorphism la fauskhumay exhibit interesting pattern symmetry existence adjoint functors compactly generated tensortriangulated category lead surprising trichotomy exist either exactly three adjoints exactly five infinitely many highlight importance socalled relative dualizing object explain give rise duality canonical subcategories yield duality theory rich enough capture main feature grothendieck duality algebraic geometry generalized pontryaginmatlis duality la dwyergreenleesiyengar theory ring spectrum browncomenetz duality la neeman stable homotopy theory
Mathematics,pretriangulated category triangulated,prove stronger version octahedral axiom pretriangulated category proof us new lemma exact sequence pointed additive category based weak converse snake lemma
Mathematics,higher trace noncommutative motif categorified chern character,propose categorification chern character refines earlier work en vezzosi ganter kapranov x algebraic stack categorified chern character symmetric monoidal functor category mixed noncommutative motif x introduce perfect complex derived free loop stack lx application theory show en vezzosi secondary chern character factor secondary ktheory technique depend careful investigation functoriality trace symmetric monoidal infinity n category independent interest
Mathematics,segal enriched category,develop theory enriched category higher category equipped class w morphisms called homotopy equivalence call segal mw category motivation generalize notion uptohomotopy monoids monoidal category introduced leinster formalism adopted generalizes classical segal category extends theory enriched category bicategory particular linear version segal category exist far goal paper present theory provide example application reserved future
Mathematics,picard group weight structure noncommutative mixed motif,develop general theory enables computation picard group symmetric monoidal triangulated category equipped weight structure term picard group associated heart application compute picard group several category motivic nature mixed artin motif mixed artintate motif motivic spectrum noncommutative mixed artin motif noncommutative mixed motif central simple algebra noncommutative mixed motif separable algebra well picard group derived category symmetric ring spectrum
Mathematics,axiomatization geometry employing group action,aim paper develop new axiomatization planar geometry reinterpreting original axiom euclid basic concept still line segment equivalent notion betweenness viewed topological metric concept lead quickly notion connectedness without need dwell definition topology approach line segment must connected line plane unified via concept separation line separated two component point plane contain line separate two component well add subgroup bijections preserving line segment establishing unique isomorphism basic geometrical set axiomatic structure complete fundamental importance fixed point theorem allows creation concept length congruency line segment resulting structure much sync modern science axiomatic approach planar geometry instance lead naturally erlangen program geometry condition homogeneity rigidity two interpretation physic correspond basic tenet independent observer arrive measurement related boost special relativity geometry mean uniqueness congruence certain geometrical figure another thread paper introduction boundary infinity important concept modern mathematics linking pasch axiom endowing boundary infinity natural relation betweenness way spherical geometry viewed geometry boundary infinity
Mathematics,automorphism group dense subgroup rn,automorphism topological group g mean isomorphism g onto also homeomorphism article study automorphism group aut g dense subgroup g rn n show aut g naturally identified subgroup g gl n r g g group gl n r nondegenerated n x n matrix r g g g g describe g many dense subgroup g either r consider also inverse problem symmetric subgroup gl n r realized g dense subgroup g rn example n show group gl n r det realized way realization problem quite nontrivial even onedimensional case deep connection number theory
Mathematics,connected grading fundamental group,main purpose paper provide explicit computation fundamental group several algebra purpose given k algebra consider category connected grading group g study relation grading galois covering theoretical tool give information fundamental group allows computation using complete list grading
Mathematics,lie associative commutative quasiisomorphism,field characteristic zero show two commutative differential graded dg algebra quasiisomorphic quasiisomorphic associative dg algebra answer folklore problem rational homotopy theory showing rational homotopy type space determined associative dg algebra rational cochains also show koszul dual statement additional completeness hypothesis two homotopy complete dg lie algebra whose universal enveloping algebra quasiisomorphic associative dg algebra must quasiisomorphic latter result applies particular nilpotent lie algebra differential graded case say two nilpotent lie algebra whose universal enveloping algebra isomorphic associative algebra must isomorphic
Mathematics,intermediate rank property rd,introduce concept intermediate rank countable group interpolate consecutive value classical integervalued rank various class group proved intermediate rank behavior especially interested interpolation rank rank instance construct group rank setting essentially non positively curved space concept intermediate rank include polynomial rank local rank mesoscopic rank resulting framework interesting connection operator algebra prove property rd many case intermediate rank occurs give new family group satisfying baumconnes conjecture prove reduced c algebra group rank stable rank
